portfolio_rank,rank,ticker,name,sector,industry,country,theme,price,market_cap_bil,dollar_volume_mil,revenue_growth_1y,revenue_growth_2y,revenue_growth_3y,gross_margin,fcf_growth,debt_ratio,rsi,gap50,dist_high,above200,acceleration_score,transition_score,persistence_score,upside_score,entry_score,entry_grade,risk_penalty,acceleration_final,transition_final,persistence_final,total_score,best_type,snapshot_date
3,3,FROG,JFrog Ltd. - Ordinary shares,Technology,Software - Application,United States,ソフトウェア,79.79000091552734,9.66414336,175.07043260879516,0.2412016205821399,0.2246503146739223,0.2494143693758034,0.7678756768953069,0.3199821860995908,0.00928598000413,34.14160204632404,-0.0433255096352483,0.1866462573230717,True,50,24,100,85,90,S,0,59.25,39.75,94.25,94.25,Persistence,2026-08-02
4,2,DAVE,Dave Inc.  - Class A Common Stock,Technology,Software - Application,United States,ソフトウェア,372.6900024414063,4.73847296,170.23920276519777,0.5967165692816558,0.3395807682955541,0.2648678467862408,0.8668668415791202,1.4090920688921964,0.1542905678493613,43.57725084827842,0.0991691349102313,0.1578198009864681,True,85,64,100,85,85,S,0,85.0,69.25,93.25,93.25,Persistence,2026-08-02
5,1,UROY,Uranium Royalty Corp. - Common Stock,Energy,Uranium,United States,電力/エネルギー,3.400000095367432,1.295628928,11.275267316262722,3.0,-0.6386939664840271,2.0767469467303323,0.30626577945141,3.0,0.0003053680488588,69.63350942190355,0.1220011562266495,0.3772893641734604,False,69,100,42,100,23,D,-5,64.05,87.3,47.7,87.3,Transition,2026-08-02
6,2,WDC,Western Digital Corporation - Common Stock,Technology,Computer Hardware,United States,その他,544.8400268554688,187.796635648,4006.211441668396,0.5070444831407314,0.009912070343725,-0.6671633054860853,0.3878151260504202,2.63764404609475,0.3364519354377946,48.57135762222948,-0.0292632037554791,0.2698765245089411,True,74,100,30,25,83,S,0,67.55,87.05,39.35,87.05,Transition,2026-08-02
7,1,LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,Energy,Oil & Gas Equipment & Services,United States,電力/エネルギー,77.5199966430664,5.970358272,19.369921561203004,0.8106935627626098,0.5090098126672614,0.4072850879734245,0.9322125840687516,0.8309852815411621,0.4101479002324941,45.96321664392889,0.0673163735128738,0.0894596181245614,True,86,64,82,85,85,S,0,85.75,69.25,83.35,85.75,Acceleration,2026-08-02
8,3,CRK,"Comstock Resources, Inc. Common Stock",Energy,Oil & Gas E&P,United States,電力/エネルギー,13.260000228881836,3.893408512,33.86272558450699,0.5382751798848099,-0.1990462006160593,-0.56860958909962,0.2290770715497334,0.0575678887372914,0.4149298236550497,50.21186920117673,-0.0161744904568298,0.515527956803189,False,60,87,2,85,65,A,0,64.25,84.5,35.35,84.5,Transition,2026-08-02
9,3,FA,First Advantage Corporation - Common Stock,Industrials,Specialty Business Services,United States,その他,19.84000015258789,3.403294976,37.16448668582916,0.8302486035305537,0.1262751043847486,-0.0571119585493251,0.4567378201956441,3.0,0.544924333598866,45.86129906648731,0.0960781085216499,0.1123042588832734,True,82,75,38,85,85,S,0,82.75,77.5,59.150000000000006,82.75,Acceleration,2026-08-02
10,4,BKV,BKV Corporation Common Stock,Energy,Oil & Gas E&P,United States,電力/エネルギー,24.459999084472656,2.675596288,19.41818177318573,0.5135772697791228,-0.2004795695518015,-0.5551326538663782,0.8238226142645682,-19.701282487799343,0.1555343679136737,39.96982766556809,-0.0572292280244145,0.2394278855557602,False,73,75,25,100,70,A,0,76.75,78.25,52.75,78.25,Transition,2026-08-02
1,1,AVPT,"AvePoint, Inc. - Class A Common Stock",Technology,Software - Infrastructure,United States,ソフトウェア,12.789999961853027,2.705921792,28.584946464743613,0.269349011443891,0.2157895704957233,0.1699499438320729,0.7406393847870187,-0.0553999929110693,0.0126067404055596,44.642861603066834,0.0837697195644442,0.2299819691829428,True,57,47,92,100,85,S,0,66.25,58.75,92.6,92.6,Persistence,2026-08-09
2,2,YOU,"Clear Secure, Inc. Class A Common Stock",Technology,Software - Application,United States,ソフトウェア,51.290000915527344,6.964570624,71.26668692211152,0.1691019198222425,0.2557274613374969,0.4026778896930737,0.6442368216843422,0.2109122992765131,0.0861774508359726,36.35942475981008,-0.0555722570446639,0.1751915917350619,True,25,21,97,85,80,S,0,39.5,36.5,90.6,90.6,Persistence,2026-08-09
3,3,LOAR,Loar Holdings Inc. Common Stock,Industrials,Aerospace & Defense,United States,防衛/宇宙,70.87000274658203,6.639702016,44.244851414718624,0.2320248051854555,0.2688131738677132,0.3259478603707076,0.5265644803468988,1.1530802603036876,0.3573091939158815,52.18199180247738,-0.0001523353734345,0.1346764172624782,True,29,29,89,85,100,S,0,44.5,44.5,90.2,90.2,Persistence,2026-08-09
4,1,UROY,Uranium Royalty Corp. - Common Stock,Energy,Uranium,United States,電力/エネルギー,4.150000095367432,1.581429504,15.590554358272552,3.0,-0.6386939664840271,2.0767469467303323,0.30626577945141,3.0,0.0003053680488588,80.88888794698843,0.3597195705685881,0.2399267277705243,True,69,100,42,100,35,C,-5,65.25,88.5,50.1,88.5,Transition,2026-08-09
5,1,LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,Energy,Oil & Gas Equipment & Services,United States,電力/エネルギー,75.4000015258789,5.807082496,20.959315424156188,0.8106935627626098,0.5090098126672614,0.4072850879734245,0.9322125840687516,0.8309852815411621,0.4101479002324941,49.78577865788622,0.0369611519343386,0.1143607416378094,True,86,64,82,85,100,S,0,87.25,70.75,86.35,87.25,Acceleration,2026-08-09
6,2,DAVE,Dave Inc.  - Class A Common Stock,Technology,Software - Application,United States,ソフトウェア,317.92999267578125,4.055358208,152.2375976928711,0.5967165692816558,0.3395807682955541,0.2648678467862408,0.8668668415791202,1.4090920688921964,0.1542905678493613,25.31889745201221,-0.1006859686012866,0.2815628464674039,True,85,64,100,85,46,C,0,81.1,65.35,85.45,85.45,Persistence,2026-08-09
7,2,CRK,"Comstock Resources, Inc. Common Stock",Energy,Oil & Gas E&P,United States,電力/エネルギー,13.40999984741211,3.93745152,33.08173207357407,0.5382751798848099,-0.1990462006160593,-0.56860958909962,0.2290770715497334,0.0575678887372914,0.4149298236550497,55.53190984246719,-0.0013256213596751,0.5100475178579604,False,60,87,2,85,65,A,0,64.25,84.5,35.35,84.5,Transition,2026-08-09
8,3,CNX,CNX Resources Corporation Common Stock,Energy,Oil & Gas E&P,United States,電力/エネルギー,35.13999938964844,5.198738944,60.5718711479187,0.4886648123841797,-0.0445496768231476,-0.6162289496064445,0.472347609514799,0.9385544224478756,0.2864223945031945,66.71158274420611,0.0438388344087731,0.1753109860056745,False,71,85,34,85,70,A,0,73.0,83.5,53.95,83.5,Transition,2026-08-09
9,3,BKV,BKV Corporation Common Stock,Energy,Oil & Gas E&P,United States,電力/エネルギー,24.459999084472656,2.676849152,21.012851413497923,0.5135772697791228,-0.2004795695518015,-0.5551326538663782,0.8238226142645682,-19.701282487799343,0.1555343679136737,44.48398415475271,-0.0422191413673628,0.2394278855557602,False,73,75,25,100,90,S,0,78.75,80.25,56.75,80.25,Transition,2026-08-09
10,4,FA,First Advantage Corporation - Common Stock,Industrials,Specialty Business Services,United States,その他,24.01000022888184,4.123806208,49.045947767543794,0.8302486035305537,0.1262751043847486,-0.0571119585493251,0.4567378201956441,3.0,0.544924333598866,57.32648235065109,0.279325668304137,0.0045605558260444,True,82,75,38,85,45,C,0,78.75,73.5,51.150000000000006,78.75,Acceleration,2026-08-09
1,1,DAVE,Dave Inc.  - Class A Common Stock,Technology,Software - Application,United States,ソフトウェア,334.57000732421875,4.267610112,153.95238887023925,0.5967165692816558,0.3395807682955541,0.2648678467862408,0.8668668415791202,1.4090920688921964,0.15429056784936132,35.137174023050264,-0.048603467254282086,0.24396084277423427,True,85,64,100,85,90,S,0,85.5,69.75,94.25,94.25,Persistence,2026-08-16
2,1,UROY,Uranium Royalty Corp. - Common Stock,Energy,Uranium,United States,電力/エネルギー,4.119999885559082,1.569997312,14.831216788034439,3.0,-0.6386939664840271,2.0767469467303323,0.30626577945141,3.0,0.00030536804885888784,89.2045421448867,0.32152934187605803,0.24542127165307914,True,69,100,42,100,35,C,-5,65.25,88.5,50.1,88.5,Transition,2026-08-16
3,2,AROC,"Archrock, Inc. Common Stock",Energy,Oil & Gas Equipment & Services,United States,電力/エネルギー,34.689998626708984,6.082481664,60.32625451183319,0.28699860313357656,0.16888594488542788,0.17120917537087496,0.4857183897630449,0.6956306070097366,0.5566667678322784,41.32042323664587,-0.04186478082783621,0.1676119060621211,True,50,43,85,85,100,S,0,60.25,55.0,88.0,88.0,Persistence,2026-08-16
4,3,DUOL,"Duolingo, Inc. - Class A Common Stock",Technology,Software - Application,United States,ソフトウェア,132.8300018310547,6.18896384,175.96720907569886,0.38710656342577243,0.40841898743948984,0.43739157498748293,0.7223062310799363,0.36331622366883154,0.04707351035196584,56.39107188456581,0.044517220114458196,0.6402123542006368,False,34,39,97,85,65,A,0,44.75,48.5,87.6,87.6,Persistence,2026-08-16
5,2,LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,Energy,Oil & Gas Equipment & Services,United States,電力/エネルギー,78.69000244140625,6.104947712,25.493200090942384,0.8106935627626098,0.5090098126672614,0.4072850879734245,0.9322125840687517,0.8309852815411621,0.41014790023249414,53.09711316572964,0.07662876915701178,0.07571687338062022,True,86,64,82,85,72,A,0,84.45,67.95,80.75,84.45,Acceleration,2026-08-16
6,2,CNX,CNX Resources Corporation Common Stock,Energy,Oil & Gas E&P,United States,電力/エネルギー,35.720001220703125,5.28454656,56.027893514709476,0.48866481238417975,-0.044549676823147644,-0.6162289496064445,0.47234760951479904,0.9385544224478757,0.28642239450319457,59.94436592219081,0.056517189342782596,0.16169911501889533,False,71,85,34,85,75,A,0,73.5,84.0,54.95,84.0,Transition,2026-08-16
7,3,CRK,"Comstock Resources, Inc. Common Stock",Energy,Oil & Gas E&P,United States,電力/エネルギー,14.0600004196167,4.128304896,31.188174130802153,0.5382751798848099,-0.19904620061605932,-0.56860958909962,0.22907707154973342,0.05756788873729149,0.4149298236550497,60.99585349585893,0.042068154099654996,0.4862988677931475,False,60,87,2,85,45,C,0,62.25,82.5,31.35,82.5,Transition,2026-08-16
8,3,FA,First Advantage Corporation - Common Stock,Industrials,Specialty Business Services,United States,その他,21.579999923706055,3.7064448,61.16279108376503,0.8302486035305537,0.12627510438474862,-0.057111958549325145,0.45673782019564413,3.0,0.544924333598866,57.74760214250599,0.12973055056639618,0.10530683362978159,True,82,75,38,85,70,A,0,81.25,76.0,56.150000000000006,81.25,Acceleration,2026-08-16
9,4,BKV,BKV Corporation Common Stock,Energy,Oil & Gas E&P,United States,電力/エネルギー,26.729999542236328,2.925273088,23.925621640262605,0.5135772697791228,-0.2004795695518015,-0.5551326538663782,0.8238226142645682,-19.701282487799343,0.1555343679136737,56.127694497448154,0.04620031592369167,0.16884329387248828,False,73,75,25,100,90,S,0,78.75,80.25,56.75,80.25,Transition,2026-08-16
